Age Group,Birthdate,City,Department,Education Level,Employee ID,First Name,FULL name,Gender,Hiredate,Job Title,Last Name,LOCATION,Performance Rating,State,status,Termdate,Age,length of hire,Salary,Total Active,Total Hired,Total terminated
35-44,12/3/1985,New York City,Sales,BS,00-15850133,Jean,Jean King,Male,11/6/2015,Sales Specialist,King,HQ,Good,New York,HIRED,,39,9,90812,1,1,0
45-54,9/30/1977,New York City,Sales,BS,00-62227199,Juan,Juan Mcintosh,Male,5/29/2022,Sales Specialist,Mcintosh,HQ,Good,New York,HIRED,,47,2,77211,1,1,0
45-54,8/16/1971,New York City,Sales,BS,00-15673858,Kimberly,Kimberly Fernandez,Male,1/27/2016,Sales Specialist,Fernandez,HQ,Good,New York,HIRED,,53,8,70276,1,1,0
25-35,12/29/1996,New York City,Sales,BS,00-56358761,Lisa,Lisa Li,Male,2/12/2019,Sales Specialist,Li,HQ,Good,New York,HIRED,,28,5,68036,1,1,0
25-35,4/7/1993,New York City,Sales,BS,00-96644900,Lynn,Lynn Green,Male,5/24/2016,Sales Specialist,Green,HQ,Good,New York,HIRED,,31,8,64594,1,1,0
35-44,5/22/1981,New York City,Sales,BS,00-38986747,Michael,Michael Morales,Male,8/5/2017,Sales Specialist,Morales,HQ,Good,New York,HIRED,,43,7,85452,1,1,0
35-44,2/14/1983,New York City,Sales,BS,00-23208247,Pamela,Pamela Moon,Male,9/2/2016,Sales Specialist,Moon,HQ,Good,New York,HIRED,,41,8,80860,1,1,0
>25,9/18/2000,New York City,Sales,BS,00-10017850,Ricky,Ricky Serrano,Male,10/7/2016,Sales Specialist,Serrano,HQ,Good,New York,HIRED,,24,8,92123,1,1,0
55+,4/26/1961,New York City,Sales,BS,00-84500200,Tammy,Tammy Franco,Male,8/7/2017,Sales Specialist,Franco,HQ,Good,New York,HIRED,,63,7,70842,1,1,0
25-35,8/13/1992,Rochester,Sales,BS,00-29326800,Andrew,Andrew Vincent,Male,10/29/2022,Sales Consultant,Vincent,HQ,Good,New York,HIRED,,32,2,88614,1,1,0
25-35,9/27/1994,Rochester,Sales,BS,00-36605629,Anita,Anita Ballard,Male,12/11/2023,Sales Consultant,Ballard,HQ,Good,New York,HIRED,,30,1,79029,1,1,0
45-54,5/24/1972,Rochester,Sales,BS,00-50955675,Brandi,Brandi Sosa,Male,3/25/2024,Sales Consultant,Sosa,HQ,Good,New York,HIRED,,52,0,79327,1,1,0
35-44,3/1/1980,Rochester,Sales,BS,00-69601581,Carla,Carla Rogers,Male,11/30/2019,Sales Consultant,Rogers,HQ,Good,New York,HIRED,,44,5,75716,1,1,0
>25,11/28/2002,Rochester,Sales,BS,00-54665585,Clinton,Clinton Morris,Male,3/21/2022,Sales Consultant,Morris,HQ,Good,New York,HIRED,,22,2,75441,1,1,0
35-44,9/28/1982,Rochester,Sales,BS,00-69471346,Holly,Holly Wade,Male,2/3/2018,Sales Consultant,Wade,HQ,Good,New York,HIRED,,42,6,86858,1,1,0
35-44,6/25/1986,Rochester,Sales,BS,00-43355581,John,John Lindsey,Male,5/25/2016,Sales Consultant,Lindsey,HQ,Good,New York,HIRED,,38,8,76683,1,1,0
35-44,5/18/1987,Rochester,Sales,BS,00-54356545,Julian,Julian Park,Male,9/15/2019,Sales Consultant,Park,HQ,Good,New York,HIRED,,37,5,104375,1,1,0
25-35,10/3/1991,Rochester,Sales,BS,00-17140578,Kenneth,Kenneth Peterson,Male,8/8/2019,Sales Consultant,Peterson,HQ,Good,New York,HIRED,,33,5,103669,1,1,0
35-44,9/7/1985,Rochester,Sales,BS,00-59541440,Patricia,Patricia Hayes,Male,4/1/2024,Sales Consultant,Hayes,HQ,Good,New York,HIRED,,39,0,97977,1,1,0
35-44,3/15/1984,Rochester,Sales,BS,00-59710508,Robert,Robert Yang,Male,11/21/2015,Sales Consultant,Yang,HQ,Good,New York,HIRED,,40,9,71982,1,1,0
25-35,9/22/1991,Rochester,Sales,BS,00-27421340,Amanda,Amanda Vasquez,Male,8/19/2019,Sales Representative,Vasquez,HQ,Good,New York,HIRED,,33,5,76319,1,1,0
>25,9/2/2002,Rochester,Sales,BS,00-14245067,Amber,Amber Nelson,Male,6/22/2017,Sales Representative,Nelson,HQ,Good,New York,HIRED,,22,7,59658,1,1,0
45-54,4/26/1976,Rochester,Sales,BS,00-78485923,Andrew,Andrew Barker,Male,6/19/2018,Sales Representative,Barker,HQ,Good,New York,HIRED,,48,6,61876,1,1,0
>25,4/29/2002,Rochester,Sales,BS,00-91179203,Anthony,Anthony Haley,Male,9/27/2020,Sales Representative,Haley,HQ,Good,New York,HIRED,,22,4,70486,1,1,0
35-44,6/3/1989,Rochester,Sales,BS,00-87788812,Austin,Austin Singh,Male,12/12/2015,Sales Representative,Singh,HQ,Good,New York,HIRED,,35,9,74903,1,1,0
25-35,9/12/1996,Rochester,Sales,BS,00-59948088,Brian,Brian Hudson,Male,3/14/2020,Sales Representative,Hudson,HQ,Good,New York,HIRED,,28,4,69038,1,1,0
35-44,11/3/1980,Rochester,Sales,BS,00-63597632,Caitlin,Caitlin Rodriguez,Male,4/20/2019,Sales Representative,Rodriguez,HQ,Good,New York,HIRED,,44,5,75289,1,1,0
35-44,6/13/1988,Rochester,Sales,BS,00-92071729,Carol,Carol Rivera,Male,8/13/2017,Sales Representative,Rivera,HQ,Good,New York,HIRED,,36,7,68374,1,1,0
45-54,5/16/1975,Rochester,Sales,BS,00-47580770,Christina,Christina Preston,Male,10/2/2015,Sales Representative,Preston,HQ,Good,New York,HIRED,,49,9,82312,1,1,0
35-44,6/24/1982,Rochester,Sales,BS,00-11299382,Debra,Debra Anderson,Male,8/18/2020,Sales Representative,Anderson,HQ,Good,New York,HIRED,,42,4,73900,1,1,0
55+,11/25/1966,Rochester,Sales,BS,00-90241009,Donald,Donald Sanchez,Male,1/5/2018,Sales Representative,Sanchez,HQ,Good,New York,HIRED,,58,6,67484,1,1,0
25-35,12/14/1996,Rochester,Sales,BS,00-75729850,Dwayne,Dwayne Edwards,Male,8/22/2019,Sales Representative,Edwards,HQ,Good,New York,HIRED,,28,5,62487,1,1,0
45-54,6/12/1971,Rochester,Sales,BS,00-31910386,James,James Jensen,Male,4/17/2024,Sales Representative,Jensen,HQ,Good,New York,HIRED,,53,0,68112,1,1,0
45-54,2/19/1979,Rochester,Sales,BS,00-59650807,Jeremiah,Jeremiah Peterson,Male,6/1/2020,Sales Representative,Peterson,HQ,Good,New York,HIRED,,45,4,62952,1,1,0
45-54,9/30/1979,Rochester,Sales,BS,00-44987131,Joshua,Joshua Davis,Male,3/6/2018,Sales Representative,Davis,HQ,Good,New York,HIRED,,45,6,73968,1,1,0
35-44,3/16/1981,Rochester,Sales,BS,00-90727321,Joshua,Joshua Rose,Male,12/24/2017,Sales Representative,Rose,HQ,Good,New York,HIRED,,43,7,75968,1,1,0
35-44,7/23/1980,Rochester,Sales,BS,00-93045054,Karen,Karen Davis,Male,12/7/2020,Sales Representative,Davis,HQ,Good,New York,HIRED,,44,4,63884,1,1,0
25-35,3/19/1996,Rochester,Sales,BS,00-68429652,Kenneth,Kenneth Santana,Male,6/13/2019,Sales Representative,Santana,HQ,Good,New York,HIRED,,28,5,82101,1,1,0
25-35,9/20/1999,Rochester,Sales,BS,00-12483380,Kimberly,Kimberly Moyer,Male,9/5/2022,Sales Representative,Moyer,HQ,Good,New York,HIRED,,25,2,64631,1,1,0
25-35,3/1/1999,Rochester,Sales,BS,00-14352961,Lisa,Lisa Le,Male,11/9/2022,Sales Representative,Le,HQ,Good,New York,HIRED,,25,2,60180,1,1,0
45-54,11/26/1970,Rochester,Sales,BS,00-74068039,Michael,Michael Roach,Male,1/12/2017,Sales Representative,Roach,HQ,Good,New York,HIRED,,54,7,69903,1,1,0
35-44,8/15/1989,Rochester,Sales,BS,00-25180063,Nathan,Nathan Cook,Male,11/25/2019,Sales Representative,Cook,HQ,Good,New York,HIRED,,35,5,72442,1,1,0
25-35,11/29/1994,Rochester,Sales,BS,00-11164601,Paula,Paula Li,Male,2/7/2023,Sales Representative,Li,HQ,Good,New York,HIRED,,30,1,71023,1,1,0
45-54,5/26/1975,Rochester,Sales,BS,00-28869078,Rebecca,Rebecca Carter,Male,7/27/2021,Sales Representative,Carter,HQ,Good,New York,HIRED,,49,3,73424,1,1,0
35-44,7/25/1980,Rochester,Sales,BS,00-73695246,Rebekah,Rebekah Gonzalez,Male,3/18/2017,Sales Representative,Gonzalez,HQ,Good,New York,HIRED,,44,7,72759,1,1,0
25-35,10/18/1998,Rochester,Sales,BS,00-36481124,Robert,Robert Reid,Male,11/24/2022,Sales Representative,Reid,HQ,Good,New York,HIRED,,26,2,73590,1,1,0
25-35,1/14/1992,Rochester,Sales,BS,00-86459518,Sean,Sean Johnston,Male,6/15/2017,Sales Representative,Johnston,HQ,Good,New York,HIRED,,32,7,81004,1,1,0
25-35,8/9/1990,Rochester,Sales,BS,00-71937580,Sharon,Sharon Mcdaniel,Male,6/7/2018,Sales Representative,Mcdaniel,HQ,Good,New York,HIRED,,34,6,63312,1,1,0
35-44,5/7/1988,Rochester,Sales,BS,00-87602153,Sherry,Sherry Cisneros,Male,8/16/2016,Sales Representative,Cisneros,HQ,Good,New York,HIRED,,36,8,80323,1,1,0
35-44,9/22/1986,Rochester,Sales,BS,00-87000815,Sydney,Sydney Lee,Male,6/20/2023,Sales Representative,Lee,HQ,Good,New York,HIRED,,38,1,68141,1,1,0
35-44,8/27/1983,Rochester,Sales,BS,00-23441911,Tiffany,Tiffany Murphy,Male,5/24/2018,Sales Representative,Murphy,HQ,Good,New York,HIRED,,41,6,76994,1,1,0
45-54,1/17/1976,Rochester,Sales,BS,00-71026330,Brian,Brian Figueroa,Male,6/2/2020,Sales Specialist,Figueroa,HQ,Good,New York,HIRED,,48,4,94210,1,1,0
>25,9/21/2001,Rochester,Sales,BS,00-28113144,Eugene,Eugene Green,Male,6/25/2017,Sales Specialist,Green,HQ,Good,New York,HIRED,,23,7,85761,1,1,0
45-54,2/25/1970,Rochester,Sales,BS,00-39430744,Jack,Jack Franco,Male,2/26/2019,Sales Specialist,Franco,HQ,Good,New York,HIRED,,54,5,80687,1,1,0
35-44,8/16/1988,Rochester,Sales,BS,00-87256690,Jason,Jason Day,Male,1/24/2019,Sales Specialist,Day,HQ,Good,New York,HIRED,,36,5,75955,1,1,0
35-44,2/27/1985,Rochester,Sales,BS,00-47715268,Melanie,Melanie Salazar,Male,10/30/2022,Sales Specialist,Salazar,HQ,Good,New York,HIRED,,39,2,73046,1,1,0
45-54,2/28/1976,Charlotte,Sales,BS,00-50119441,Bradley,Bradley Gonzales,Male,4/13/2023,Sales Representative,Gonzales,BRANCH,Good,North Carolina,HIRED,,48,1,70462,1,1,0
55+,11/14/1964,Charlotte,Sales,BS,00-17853132,Manuel,Manuel Lee,Male,4/18/2017,Sales Representative,Lee,BRANCH,Good,North Carolina,HIRED,,60,7,68165,1,1,0
55+,8/1/1969,Charlotte,Sales,BS,00-46971545,Mary,Mary Porter,Male,6/27/2017,Sales Representative,Porter,BRANCH,Good,North Carolina,HIRED,,55,7,78380,1,1,0
25-35,4/27/1995,Charlotte,Sales,BS,00-43629729,Stacy,Stacy Cole,Male,3/6/2017,Sales Representative,Cole,BRANCH,Good,North Carolina,HIRED,,29,7,62521,1,1,0
45-54,2/13/1976,Charlotte,Sales,BS,00-13409779,Larry,Larry Brown,Male,2/7/2023,Sales Specialist,Brown,BRANCH,Good,North Carolina,HIRED,,48,1,72541,1,1,0
25-35,12/16/1999,Greensboro,Sales,BS,00-94408740,Lori,Lori Leon,Male,1/8/2023,Sales Consultant,Leon,BRANCH,Good,North Carolina,HIRED,,25,1,88015,1,1,0
35-44,11/26/1983,Greensboro,Sales,BS,00-51197481,Cynthia,Cynthia Rogers,Male,12/11/2022,Sales Representative,Rogers,BRANCH,Good,North Carolina,HIRED,,41,2,65853,1,1,0
45-54,4/22/1972,Greensboro,Sales,BS,00-76016435,John,John Sanders,Male,1/5/2024,Sales Representative,Sanders,BRANCH,Good,North Carolina,HIRED,,52,0,85584,1,1,0
45-54,8/22/1976,Raleigh,Sales,BS,00-47160179,Patrick,Patrick Mcpherson,Male,12/25/2019,Sales Consultant,Mcpherson,BRANCH,Good,North Carolina,HIRED,,48,5,94534,1,1,0
35-44,6/3/1987,Raleigh,Sales,BS,00-47625379,Troy,Troy Patel,Male,5/30/2019,Sales Consultant,Patel,BRANCH,Good,North Carolina,HIRED,,37,5,88502,1,1,0
45-54,5/26/1973,Raleigh,Sales,BS,00-75829146,Sarah,Sarah Brown,Male,7/22/2018,Sales Representative,Brown,BRANCH,Good,North Carolina,HIRED,,51,6,66759,1,1,0
25-35,12/17/1990,Raleigh,Sales,BS,00-98882124,Joseph,Joseph Alexander,Male,7/10/2023,Sales Specialist,Alexander,BRANCH,Good,North Carolina,HIRED,,34,1,94629,1,1,0
45-54,1/27/1970,Cincinnati,Sales,BS,00-27241808,Brandi,Brandi Kim,Male,8/5/2020,Sales Representative,Kim,BRANCH,Good,Ohio,HIRED,,54,4,80106,1,1,0
35-44,3/5/1982,Cincinnati,Sales,BS,00-33519462,Paula,Paula Hull,Male,1/16/2016,Sales Representative,Hull,BRANCH,Good,Ohio,HIRED,,42,8,68363,1,1,0
25-35,6/25/1993,Cleveland,Sales,BS,00-78548578,Carla,Carla Jennings,Male,2/28/2021,Sales Representative,Jennings,BRANCH,Good,Ohio,HIRED,,31,3,58240,1,1,0
>25,11/9/2002,Columbus,Sales,BS,00-37995717,Angelica,Angelica Taylor,Male,1/27/2018,Sales Representative,Taylor,BRANCH,Good,Ohio,HIRED,,22,6,81234,1,1,0
45-54,3/12/1979,Columbus,Sales,BS,00-49568600,Chelsea,Chelsea Johnson,Male,8/17/2018,Sales Specialist,Johnson,BRANCH,Good,Ohio,HIRED,,45,6,100423,1,1,0
>25,10/2/2002,Allentown,Sales,BS,00-28420515,Bobby,Bobby Sharp,Male,10/31/2018,Sales Representative,Sharp,BRANCH,Good,Pennsylvania,HIRED,,22,6,69337,1,1,0
35-44,1/20/1987,Allentown,Sales,BS,00-13018823,David,David Velazquez,Male,5/3/2023,Sales Representative,Velazquez,BRANCH,Good,Pennsylvania,HIRED,,37,1,66834,1,1,0
55+,9/27/1960,Allentown,Sales,BS,00-13629536,Deborah,Deborah Crawford,Male,4/6/2017,Sales Representative,Crawford,BRANCH,Good,Pennsylvania,HIRED,,64,7,77485,1,1,0
25-35,4/8/1999,Allentown,Sales,BS,00-31673059,Joseph,Joseph Gregory,Male,4/14/2024,Sales Representative,Gregory,BRANCH,Good,Pennsylvania,HIRED,,25,0,70282,1,1,0
35-44,3/24/1988,Allentown,Sales,BS,00-63892324,Jacob,Jacob Bennett,Male,6/28/2023,Sales Specialist,Bennett,BRANCH,Good,Pennsylvania,HIRED,,36,1,90796,1,1,0
>25,2/18/2002,Allentown,Sales,BS,00-93924534,Julia,Julia Morales,Male,1/22/2016,Sales Specialist,Morales,BRANCH,Good,Pennsylvania,HIRED,,22,8,79736,1,1,0
35-44,7/11/1984,Allentown,Sales,BS,00-39822796,Tonya,Tonya Rocha,Male,2/16/2023,Sales Specialist,Rocha,BRANCH,Good,Pennsylvania,HIRED,,40,1,89217,1,1,0
35-44,2/3/1987,Philadelphia,Sales,BS,00-96266975,Linda,Linda Lewis,Male,9/17/2023,Sales Representative,Lewis,BRANCH,Good,Pennsylvania,HIRED,,37,1,85564,1,1,0
35-44,5/31/1988,Philadelphia,Sales,BS,00-62143976,Mark,Mark Garcia,Male,10/14/2023,Sales Representative,Garcia,BRANCH,Good,Pennsylvania,HIRED,,36,1,64000,1,1,0
35-44,2/22/1986,Pittsburgh,Sales,BS,00-75344357,Mary,Mary Gilbert,Male,6/27/2023,Sales Consultant,Gilbert,BRANCH,Good,Pennsylvania,HIRED,,38,1,78934,1,1,0
45-54,6/4/1974,Pittsburgh,Sales,BS,00-64962725,Christopher,Christopher Morales,Male,1/3/2021,Sales Representative,Morales,BRANCH,Good,Pennsylvania,HIRED,,50,3,77527,1,1,0
35-44,10/12/1989,Pittsburgh,Sales,BS,00-56799147,Julie,Julie Barton,Male,2/19/2017,Sales Representative,Barton,BRANCH,Good,Pennsylvania,HIRED,,35,7,64237,1,1,0
25-35,12/8/1998,Pittsburgh,Sales,BS,00-79715974,Leslie,Leslie Le,Male,8/1/2024,Sales Representative,Le,BRANCH,Good,Pennsylvania,HIRED,,26,0,63530,1,1,0
45-54,1/15/1977,Pittsburgh,Sales,BS,00-66524475,Richard,Richard Jackson,Male,8/30/2023,Sales Representative,Jackson,BRANCH,Good,Pennsylvania,HIRED,,47,1,62246,1,1,0
35-44,4/16/1988,Norfolk,Sales,BS,00-23523308,Nathan,Nathan Garza,Male,3/11/2024,Sales Representative,Garza,BRANCH,Good,Virginia,HIRED,,36,0,73163,1,1,0
35-44,1/16/1984,Richmond,Sales,BS,00-69998135,Angela,Angela Arnold,Male,10/22/2020,Sales Representative,Arnold,BRANCH,Good,Virginia,HIRED,,40,4,66845,1,1,0
55+,5/4/1965,Charleston,Sales,BS,00-61263520,Lauren,Lauren Krueger,Male,4/17/2022,Sales Specialist,Krueger,BRANCH,Good,West Virginia,HIRED,,59,2,97763,1,1,0
25-35,10/22/1992,Aurora,Customer Service,BS,00-93794410,Robert,Robert Garcia,Male,9/6/2015,Customer Service Representative,Garcia,BRANCH,Needs Improvement,Illinois,HIRED,,32,9,67638,1,1,0
25-35,1/30/1999,Aurora,Customer Service,BS,00-99242791,Scott,Scott Stewart,Male,8/2/2020,Customer Service Representative,Stewart,BRANCH,Needs Improvement,Illinois,HIRED,,25,4,64263,1,1,0
25-35,5/24/1990,Detroit,Customer Service,BS,00-79831087,Jeremy,Jeremy Thompson,Male,3/12/2023,Customer Service Representative,Thompson,BRANCH,Needs Improvement,Michigan,HIRED,,34,1,59246,1,1,0
>25,5/31/2000,Warren,Customer Service,BS,00-45800669,Krystal,Krystal Nguyen,Male,8/5/2024,Customer Service Representative,Nguyen,BRANCH,Needs Improvement,Michigan,HIRED,,24,0,62418,1,1,0
45-54,6/16/1979,Buffalo,Customer Service,BS,00-69657013,Amanda,Amanda Wheeler,Male,11/26/2015,Customer Service Representative,Wheeler,HQ,Needs Improvement,New York,HIRED,,45,9,67367,1,1,0
45-54,10/27/1971,Buffalo,Customer Service,BS,00-99369812,David,David Davis,Male,6/6/2023,Help Desk Technician,Davis,HQ,Needs Improvement,New York,HIRED,,53,1,80495,1,1,0
35-44,12/25/1986,Buffalo,Customer Service,BS,00-30034371,Colleen,Colleen Brown,Male,3/22/2017,Support Specialist,Brown,HQ,Needs Improvement,New York,HIRED,,38,7,61779,1,1,0
45-54,8/27/1974,Buffalo,Customer Service,BS,00-63056925,Scott,Scott Spencer,Male,4/23/2022,Support Specialist,Spencer,HQ,Needs Improvement,New York,HIRED,,50,2,70426,1,1,0
35-44,2/17/1983,New York City,Customer Service,BS,00-67797316,Brendan,Brendan Wolf,Male,8/11/2024,Customer Service Representative,Wolf,HQ,Needs Improvement,New York,HIRED,,41,0,65876,1,1,0
55+,9/2/1959,New York City,Customer Service,BS,00-46784982,Charlotte,Charlotte Moore,Male,12/19/2019,Customer Service Representative,Moore,HQ,Needs Improvement,New York,HIRED,,65,5,63468,1,1,0
45-54,12/19/1971,New York City,Customer Service,BS,00-59939933,Darren,Darren Barnes,Male,1/27/2020,Customer Service Representative,Barnes,HQ,Needs Improvement,New York,HIRED,,53,4,66419,1,1,0
35-44,9/22/1989,New York City,Customer Service,BS,00-96300090,Martha,Martha Torres,Male,11/22/2024,Customer Service Representative,Torres,HQ,Needs Improvement,New York,HIRED,,35,0,63850,1,1,0
55+,6/30/1967,New York City,Customer Service,BS,00-62036138,Robert,Robert Barrett,Male,6/27/2022,Customer Service Representative,Barrett,HQ,Needs Improvement,New York,HIRED,,57,2,68409,1,1,0
25-35,7/6/1996,New York City,Customer Service,BS,00-24869050,Tasha,Tasha Chase,Male,11/29/2020,Customer Service Representative,Chase,HQ,Needs Improvement,New York,HIRED,,28,4,69676,1,1,0
35-44,4/25/1985,New York City,Customer Service,BS,00-83454998,Alicia,Alicia Mccoy,Male,11/8/2017,Support Specialist,Mccoy,HQ,Needs Improvement,New York,HIRED,,39,7,68985,1,1,0
45-54,3/4/1975,New York City,Customer Service,BS,00-49796475,Brendan,Brendan Ward,Male,8/29/2023,Support Specialist,Ward,HQ,Needs Improvement,New York,HIRED,,49,1,71834,1,1,0
35-44,10/10/1985,New York City,Customer Service,BS,00-21173787,David,David Williams,Male,4/18/2016,Support Specialist,Williams,HQ,Needs Improvement,New York,HIRED,,39,8,67270,1,1,0
25-35,10/31/1996,New York City,Customer Service,BS,00-58626152,Haley,Haley Osborn,Male,6/7/2023,Support Specialist,Osborn,HQ,Needs Improvement,New York,HIRED,,28,1,64831,1,1,0
45-54,4/24/1971,Rochester,Customer Service,BS,00-44426734,Kathryn,Kathryn Perry,Male,1/6/2024,Customer Service Representative,Perry,HQ,Needs Improvement,New York,HIRED,,53,0,73992,1,1,0
>25,10/27/2002,Rochester,Customer Service,BS,00-85436973,Shirley,Shirley Rhodes,Male,9/27/2022,Customer Service Representative,Rhodes,HQ,Needs Improvement,New York,HIRED,,22,2,60994,1,1,0
55+,10/3/1967,Rochester,Customer Service,BS,00-16681498,Jacob,Jacob Kelley,Male,1/24/2016,Help Desk Technician,Kelley,HQ,Needs Improvement,New York,HIRED,,57,8,93187,1,1,0
25-35,5/17/1997,Rochester,Customer Service,BS,00-96647914,Tony,Tony Andrade,Male,6/14/2017,Help Desk Technician,Andrade,HQ,Needs Improvement,New York,HIRED,,27,7,78934,1,1,0
35-44,10/30/1988,Rochester,Customer Service,BS,00-47074477,Allen,Allen Gonzalez,Male,11/7/2022,Support Specialist,Gonzalez,HQ,Needs Improvement,New York,HIRED,,36,2,70773,1,1,0
25-35,8/28/1995,Charlotte,Customer Service,BS,00-23228017,Dean,Dean Miles,Male,1/5/2017,Help Desk Technician,Miles,BRANCH,Needs Improvement,North Carolina,HIRED,,29,7,83614,1,1,0
45-54,6/28/1978,Charlotte,Customer Service,BS,00-95231261,Teresa,Teresa Paul,Male,5/10/2022,Help Desk Technician,Paul,BRANCH,Needs Improvement,North Carolina,HIRED,,46,2,73770,1,1,0
25-35,11/4/1990,Raleigh,Customer Service,BS,00-64141437,Alexandria,Alexandria Baker,Male,8/12/2017,Support Specialist,Baker,BRANCH,Needs Improvement,North Carolina,HIRED,,34,7,61809,1,1,0
35-44,1/1/1981,Raleigh,Customer Service,BS,00-31997576,Travis,Travis Young,Male,12/24/2018,Support Specialist,Young,BRANCH,Needs Improvement,North Carolina,HIRED,,43,6,63712,1,1,0
25-35,1/10/1995,Cincinnati,Customer Service,BS,00-83374285,David,David Fox,Male,12/7/2017,Help Desk Technician,Fox,BRANCH,Needs Improvement,Ohio,HIRED,,29,7,96186,1,1,0
45-54,9/6/1970,Cleveland,Customer Service,BS,00-68645850,Nicole,Nicole Williams,Male,1/19/2017,Customer Service Representative,Williams,BRANCH,Needs Improvement,Ohio,HIRED,,54,7,61595,1,1,0
35-44,6/4/1982,Cleveland,Customer Service,BS,00-14832588,Ronald,Ronald Leonard,Male,10/25/2017,Help Desk Technician,Leonard,BRANCH,Needs Improvement,Ohio,HIRED,,42,7,63290,1,1,0
45-54,5/11/1976,Columbus,Customer Service,BS,00-55604049,Martha,Martha Dawson,Male,11/22/2024,Customer Service Representative,Dawson,BRANCH,Needs Improvement,Ohio,HIRED,,48,0,66234,1,1,0
35-44,1/14/1986,Virginia Beach,Customer Service,BS,00-67344434,Christina,Christina Hernandez,Male,10/23/2015,Customer Service Representative,Hernandez,BRANCH,Needs Improvement,Virginia,HIRED,,38,9,62171,1,1,0
>25,10/29/2000,Virginia Beach,Customer Service,BS,00-85553948,Jeremy,Jeremy Richardson,Male,4/11/2022,Customer Service Representative,Richardson,BRANCH,Needs Improvement,Virginia,HIRED,,24,2,63347,1,1,0
45-54,4/23/1979,Naperville,Finance,BS,00-28693730,Debra,Debra Lozano,Male,10/9/2022,Accountant,Lozano,BRANCH,Needs Improvement,Illinois,HIRED,,45,2,66177,1,1,0
35-44,7/30/1981,Warren,Finance,BS,00-59532732,Jamie,Jamie Bradley,Male,3/8/2018,Accountant,Bradley,BRANCH,Needs Improvement,Michigan,HIRED,,43,6,61473,1,1,0
35-44,7/20/1985,Buffalo,Finance,BS,00-74987079,Drew,Drew Martinez,Male,10/3/2024,Accountant,Martinez,HQ,Needs Improvement,New York,HIRED,,39,0,64268,1,1,0
35-44,9/22/1986,Buffalo,Finance,BS,00-85107047,Joel,Joel Harris,Male,4/8/2023,Accountant,Harris,HQ,Needs Improvement,New York,HIRED,,38,1,79618,1,1,0
45-54,2/25/1978,Buffalo,Finance,BS,00-93834973,Amy,Amy Price,Male,6/23/2017,Accounts Payable Specialist,Price,HQ,Needs Improvement,New York,HIRED,,46,7,69543,1,1,0
35-44,2/18/1988,Buffalo,Finance,BS,00-95501953,Ashley,Ashley Fry,Male,5/12/2020,Accounts Payable Specialist,Fry,HQ,Needs Improvement,New York,HIRED,,36,4,62602,1,1,0
>25,4/19/2000,Buffalo,Finance,BS,00-51396067,Karen,Karen Long,Male,12/19/2017,Accounts Payable Specialist,Long,HQ,Needs Improvement,New York,HIRED,,24,7,65758,1,1,0
35-44,5/4/1981,New York City,Finance,BS,00-53015114,Hannah,Hannah Curtis,Male,4/6/2023,Accounts Payable Specialist,Curtis,HQ,Needs Improvement,New York,HIRED,,43,1,67636,1,1,0
35-44,8/10/1988,New York City,Finance,BS,00-12232886,Joseph,Joseph Spencer,Male,8/23/2024,Financial Analyst,Spencer,HQ,Needs Improvement,New York,HIRED,,36,0,87575,1,1,0
25-35,3/4/1998,Rochester,Finance,BS,00-65563827,James,James Newman,Male,11/18/2017,Accountant,Newman,HQ,Needs Improvement,New York,HIRED,,26,7,78726,1,1,0
>25,9/5/2002,Rochester,Finance,BS,00-15997180,Leslie,Leslie Kirk,Male,11/7/2019,Accountant,Kirk,HQ,Needs Improvement,New York,HIRED,,22,5,75645,1,1,0
45-54,7/1/1977,Rochester,Finance,BS,00-49011532,Katherine,Katherine Myers,Male,7/24/2023,Financial Analyst,Myers,HQ,Needs Improvement,New York,HIRED,,47,1,103395,1,1,0
25-35,2/19/1995,Charlotte,Finance,BS,00-91706040,Frank,Frank Rivera,Male,3/2/2021,Financial Analyst,Rivera,BRANCH,Needs Improvement,North Carolina,HIRED,,29,3,104796,1,1,0
35-44,8/19/1987,Columbus,Finance,BS,00-47775463,Lance,Lance Gray,Male,4/22/2022,Accounts Payable Specialist,Gray,BRANCH,Needs Improvement,Ohio,HIRED,,37,2,70428,1,1,0
